list,$identifier,$Image,$exp,$item,$condition,$rational,$targetImg,$compImg,$distr1Img,$distr2Img,$targetLoc,$compLoc,$distr1Loc,$distr2Loc
1,52,List_1_ID_52.jpg,N,f50,9,9,helmetRedSmall.png,helmetRedLarge.png,spannerGreySmall.png,spannerGreySmall.png,2,4,3,1
1,53,List_1_ID_53.jpg,Y,21,2,comp uniquely unidentifiable,airplane_blue_spotted.png,airplane_green_spotted.png,airplane_blue_chequered.png,airplane_green_spotted.png,4,3,1,2
1,54,List_1_ID_54.jpg,N,f81,9,9,pianoLargeDown.png,pianoSmall.png,pianoLarge.png,pianoLarge.png,1,3,2,4
1,55,List_1_ID_55.jpg,Y,22,3,Control,fence_blue_striped.png,fence_green_striped.png,fence_blue_spotted.png,fence_green_spotted.png,1,3,4,2
1,56,List_1_ID_56.jpg,N,f33,9,9,windowBlueSmall.png,windowBlueLarge.png,wagonRedLarge.png,wagonRedLarge.png,2,1,3,4
1,57,List_1_ID_57.jpg,Y,23,2,comp uniquely unidentifiable,balloon_red_chequered.png,balloon_green_chequered.png,balloon_red_striped.png,balloon_green_chequered.png,4,3,2,1
1,58,List_1_ID_58.jpg,N,f76,9,9,bloomLarge.png,bloomSmall.png,broomGreenSmall.png,broomGreenSmall.png,1,3,2,4
1,59,List_1_ID_59.jpg,Y,24,1,consistent,kettle_red_striped.png,kettle_blue_striped.png,kettle_red_spotted.png,kettle_red_spotted.png,3,4,2,1
1,60,List_1_ID_60.jpg,N,f83,9,9,fishLargeLeft.png,fishLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,3,4,1,2
1,61,List_1_ID_61.jpg,Y,25,2,comp uniquely unidentifiable,star_green_chequered.png,star_blue_chequered.png,star_green_striped.png,star_blue_chequered.png,2,3,1,4
1,62,List_1_ID_62.jpg,N,f34,9,9,screwGreySmall.png,screwGreyLarge.png,wateringcanGreenLarge.png,wateringcanGreenLarge.png,1,2,3,4
1,63,List_1_ID_63.jpg,Y,26,1,consistent,flag_green_spotted.png,flag_red_spotted.png,flag_green_striped.png,flag_green_striped.png,1,4,2,3
1,64,List_1_ID_64.jpg,N,f69,9,9,sledgeGreenSmallLeft.png,sledgeGreenLargeLeft.png,sledgeGreenLargeRight.png,sledgeGreenLargeRight.png,2,3,4,1
1,65,List_1_ID_65.jpg,Y,27,3,Control,bowl_red_striped.png,bowl_blue_striped.png,bowl_red_spotted.png,bowl_blue_spotted.png,2,1,3,4
1,66,List_1_ID_66.jpg,N,f82,9,9,turtleSmall.png,turtleSmallRight.png,turtleLarge.png,turtleLarge.png,3,2,4,1
1,67,List_1_ID_67.jpg,Y,28,1,consistent,box_green_striped.png,box_red_striped.png,box_green_spotted.png,box_blue_spotted.png,2,3,1,4
1,68,List_1_ID_68.jpg,N,f26,9,9,bus_red_chequered.png,knife_blue_chequered.png,envelope_red_striped.png,envelope_red_striped.png,4,1,2,3
1,69,List_1_ID_69.jpg,Y,29,2,comp uniquely unidentifiable,brush_blue_spotted.png,brush_red_spotted.png,brush_blue_striped.png,brush_red_spotted.png,4,2,1,3
1,70,List_1_ID_70.jpg,N,f07,9,9,chair_blue_chequered.png,door_blue_spotted.png,garbagecanGreyLarge.png,garbagecanGreyLarge.png,1,2,3,4
1,71,List_1_ID_71.jpg,Y,30,3,Control,sweater_green_striped.png,sweater_blue_striped.png,sweater_green_spotted.png,sweater_blue_spotted.png,2,3,1,4
1,72,List_1_ID_72.jpg,N,f44,9,9,forkGreyLarge.png,forkGreySmall.png,pliersGreyLarge.png,pliersGreyLarge.png,1,2,4,3
1,73,List_1_ID_73.jpg,Y,31,2,comp uniquely unidentifiable,hat_red_chequered.png,hat_green_chequered.png,hat_red_spotted.png,hat_green_chequered.png,2,1,4,3
1,74,List_1_ID_74.jpg,N,f53,9,9,sawGreenSmallUp.png,sawGreenSmall.png,sawGreenLarge.png,sawGreenLarge.png,3,4,1,2
1,75,List_1_ID_75.jpg,Y,32,3,Control,iron_red_chequered.png,iron_green_chequered.png,iron_red_striped.png,iron_green_striped.png,2,4,3,1
1,76,List_1_ID_76.jpg,N,f28,9,9,coat_green_chequered.png,whistle_blue_spotted.png,basket_green_chequered.png,basket_green_chequered.png,3,1,2,4
1,77,List_1_ID_77.jpg,Y,33,1,consistent,table_red_spotted.png,table_blue_spotted.png,table_red_chequered.png,table_green_chequered.png,2,4,3,1
1,78,List_1_ID_78.jpg,N,f58,9,9,pencilGreyLargeUpright.png,pencilGreyLarge.png,swing_red_striped.png,swing_red_striped.png,2,1,3,4
1,79,List_1_ID_79.jpg,Y,34,2,comp uniquely unidentifiable,lightbulb_red_striped.png,lightbulb_green_striped.png,lightbulb_red_chequered.png,lightbulb_green_striped.png,1,2,3,4
1,80,List_1_ID_80.jpg,N,f49,9,9,glassesBlueSmall.png,glassesBlueLarge.png,handleGreenLarge.png,handleGreenLarge.png,1,2,3,4
1,81,List_1_ID_81.jpg,Y,35,1,consistent,bell_red_spotted.png,bell_blue_spotted.png,bell_red_chequered.png,bell_green_chequered.png,4,3,1,2
1,82,List_1_ID_82.jpg,N,f54,9,9,motorcycleGreyLarge.png,motorcycleGreyLargeLeft.png,motorcycleGreySmall.png,motorcycleGreySmall.png,2,4,3,1
1,83,List_1_ID_83.jpg,Y,36,3,Control,lamp_green_spotted.png,lamp_blue_spotted.png,lamp_green_chequered.png,lamp_blue_chequered.png,4,2,1,3
1,84,List_1_ID_84.jpg,N,f04,9,9,scissorsRedLarge.png,bat_green_spotted.png,bat_red_chequered.png,bat_red_chequered.png,3,1,2,4
1,85,List_1_ID_85.jpg,Y,37,1,consistent,jacket_green_spotted.png,jacket_red_spotted.png,jacket_green_striped.png,jacket_blue_striped.png,4,1,2,3
1,86,List_1_ID_86.jpg,N,f70,9,9,swanLargeRight.png,swanLarge.png,swanSmall.png,swanSmall.png,4,3,1,2
1,87,List_1_ID_87.jpg,Y,38,3,Control,boot_green_striped.png,boot_blue_striped.png,boot_green_chequered.png,boot_blue_chequered.png,1,2,4,3
1,88,List_1_ID_88.jpg,N,f68,9,9,aligatorLargeLeft.png,aligatorLargeRight.png,aligatorSmallLeft.png,aligatorSmallLeft.png,4,2,3,1
1,89,List_1_ID_89.jpg,Y,39,2,comp uniquely unidentifiable,desk_green_chequered.png,desk_blue_chequered.png,desk_green_spotted.png,desk_blue_chequered.png,4,1,2,3
1,90,List_1_ID_90.jpg,N,f60,9,9,forkGreenLarge.png,forkGreenLargeLeft.png,vaseGreySmall.png,vaseGreySmall.png,3,1,4,2
1,91,List_1_ID_91.jpg,Y,40,1,consistent,lock_blue_chequered.png,lock_green_chequered.png,lock_blue_striped.png,lock_red_striped.png,4,1,3,2
1,92,List_1_ID_92.jpg,N,f79,9,9,snakeBlueSmallRight.png,snakeBlueSmall.png,snakeBlueLarge.png,snakeBlueLarge.png,1,2,3,4
1,93,List_1_ID_93.jpg,Y,41,2,comp uniquely unidentifiable,bottle_red_striped.png,bottle_blue_striped.png,bottle_red_chequered.png,bottle_blue_striped.png,3,2,1,4
1,94,List_1_ID_94.jpg,N,f21,9,9,carGreyLarge.png,spoonGreyLarge.png,bus_red_chequered.png,bus_red_chequered.png,1,2,3,4
1,95,List_1_ID_95.jpg,Y,42,3,Control,tie_blue_striped.png,tie_green_striped.png,tie_blue_spotted.png,tie_green_spotted.png,2,1,4,3
1,96,List_1_ID_96.jpg,N,f65,9,9,horseLargeLeft.png,horseLargeRight.png,donkeyLargeLeft.png,donkeyLargeLeft.png,4,1,2,3
1,97,List_1_ID_97.jpg,Y,43,2,comp uniquely unidentifiable,heart_red_chequered.png,heart_green_chequered.png,heart_red_striped.png,heart_green_chequered.png,1,4,2,3
1,98,List_1_ID_98.jpg,N,f55,9,9,catapilerGreenSmallRight.png,catapilerGreenSmall.png,catapilerGreenLarge.png,catapilerGreenLarge.png,3,4,1,2
1,99,List_1_ID_99.jpg,Y,44,1,consistent,clock_red_spotted.png,clock_blue_spotted.png,clock_red_chequered.png,clock_green_chequered.png,1,2,3,4
1,100,List_1_ID_100.jpg,N,f63,9,9,cupBlueSmallDown.png,cupBlueSmall.png,cupBlueLarge.png,cupBlueLarge.png,4,1,2,3
1,101,List_1_ID_101.jpg,Y,45,3,Control,skirt_blue_chequered.png,skirt_red_chequered.png,skirt_blue_spotted.png,skirt_red_spotted.png,1,4,2,3
1,102,List_1_ID_102.jpg,N,f59,9,9,combGreyLargeRight.png,combGreyLargeLeft.png,turtleLarge.png,turtleLarge.png,2,3,1,4
1,103,List_1_ID_103.jpg,Y,46,1,consistent,suitcase_red_chequered.png,suitcase_blue_chequered.png,suitcase_red_striped.png,suitcase_green_striped.png,1,3,2,4
1,104,List_1_ID_104.jpg,N,f32,9,9,dressGreyLarge.png,dressGreySmall.png,drumBlueLarge.png,drumBlueLarge.png,1,2,3,4
1,105,List_1_ID_105.jpg,Y,47,3,Control,umbrella_red_chequered.png,umbrella_blue_chequered.png,umbrella_red_spotted.png,umbrella_blue_spotted.png,3,2,4,1
1,106,List_1_ID_106.jpg,N,f52,9,9,wagonGreyLarge.png,wagonGreySmall.png,wagonGreyLargeRight.png,wagonGreyLargeRight.png,4,2,3,1
1,107,List_1_ID_107.jpg,Y,48,2,comp uniquely unidentifiable,handbag_green_striped.png,handbag_red_striped.png,handbag_green_chequered.png,handbag_red_striped.png,3,4,1,2
2,11,List_1_ID_11.jpg,N,f71,9,9,monkeySmall.png,monkeyLarge.png,glassesRedLarge.png,glassesRedLarge.png,2,1,4,3
2,12,List_2_ID_12.jpg,Y,1,2,comp uniquely unidentifiable,sock_green_striped.png,sock_red_striped.png,sock_green_spotted.png,sock_red_striped.png,2,1,3,4
2,13,List_1_ID_13.jpg,N,f01,9,9,wheelRedLarge.png,ladderGreenLarge.png,trainGreenLarge.png,trainGreenLarge.png,3,2,1,4
2,14,List_2_ID_14.jpg,Y,2,3,Control,bow_blue_spotted.png,bow_green_spotted.png,bow_blue_striped.png,bow_green_striped.png,3,4,2,1
2,15,List_1_ID_15.jpg,N,f05,9,9,circle.png,busBlueLarge.png,bedBlueLarge.png,bedBlueLarge.png,2,1,3,4
2,16,List_1_ID_16.jpg,N,f43,9,9,scissorsRedLarge.png,scissorsRedSmall.png,screwGreenSmall.png,screwGreenSmall.png,4,1,2,3
2,17,List_2_ID_17.jpg,Y,3,1,consistent,book_blue_chequered.png,book_red_chequered.png,book_blue_striped.png,book_blue_striped.png,2,3,4,1
2,18,List_1_ID_18.jpg,N,f39,9,9,ladderGreenSmall.png,ladderGreenLarge.png,garbagecanGreenLarge.png,garbagecanGreenLarge.png,1,4,2,3
2,19,List_2_ID_19.jpg,Y,4,3,Control,cap_red_spotted.png,cap_green_spotted.png,cap_red_striped.png,cap_green_striped.png,4,1,2,3
2,20,List_1_ID_20.jpg,N,f77,9,9,guitarRedLargeLeft.png,guitarRedLargeRight.png,guitarRedSmallLeft.png,guitarRedSmallLeft.png,4,3,1,2
2,21,List_2_ID_21.jpg,Y,5,2,comp uniquely unidentifiable,shoe_red_striped.png,shoe_green_striped.png,shoe_red_chequered.png,shoe_green_striped.png,3,2,4,1
2,22,List_1_ID_22.jpg,N,f14,9,9,screw_blue_chequered.png,bed_green_striped.png,ovenRedLarge.png,ovenRedLarge.png,3,1,2,4
2,23,List_2_ID_23.jpg,Y,6,1,consistent,arrow_green_spotted.png,arrow_red_spotted.png,arrow_green_chequered.png,arrow_green_chequered.png,2,4,3,1
2,24,List_1_ID_24.jpg,N,f25,9,9,buttonGreyLarge.png,basketGreyLarge.png,forkRedSmall.png,forkRedSmall.png,1,2,3,4
2,25,List_2_ID_25.jpg,Y,7,3,Control,pitcher_blue_spotted.png,pitcher_green_spotted.png,pitcher_blue_chequered.png,pitcher_green_chequered.png,1,2,3,4
2,26,List_1_ID_26.jpg,N,f29,9,9,drumRedLarge.png,anchorGreenLarge.png,bed_green_spotted.png,bed_green_spotted.png,4,1,2,3
2,27,List_2_ID_27.jpg,Y,8,1,consistent,triangle_green_striped.png,triangle_blue_striped.png,triangle_green_spotted.png,triangle_green_spotted.png,3,1,2,4
2,28,List_1_ID_28.jpg,N,f47,9,9,vaseGreyLarge.png,vaseGreySmall.png,anchorRedLarge.png,anchorRedLarge.png,1,4,3,2
2,29,List_2_ID_29.jpg,Y,9,2,comp uniquely unidentifiable,clothespeg_green_striped.png,clothespeg_red_striped.png,clothespeg_green_chequered.png,clothespeg_red_striped.png,3,1,4,2
2,30,List_1_ID_30.jpg,N,f18,9,9,axe_red_spotted.png,moon_red_striped.png,nut_green_spotted.png,nut_green_spotted.png,2,3,1,4
2,31,List_2_ID_31.jpg,Y,10,1,consistent,fryingpan_blue_spotted.png,fryingpan_green_spotted.png,fryingpan_blue_striped.png,fryingpan_blue_striped.png,2,3,4,1
2,32,List_1_ID_32.jpg,N,f64,9,9,butterflyBlueSmallDown.png,butterflyBlueLarge.png,wateringcanGreenSmall.png,wateringcanGreenSmall.png,3,4,2,1
2,33,List_2_ID_33.jpg,Y,11,2,comp uniquely unidentifiable,watch_green_chequered.png,watch_red_chequered.png,watch_green_spotted.png,watch_red_chequered.png,1,3,4,2
2,34,List_1_ID_34.jpg,N,f22,9,9,hammerBlueLarge.png,ashtray_green_chequered.png,ashtray_green_chequered.png,ashtray_green_chequered.png,1,4,3,2
2,35,List_2_ID_35.jpg,Y,12,3,Control,stool_blue_spotted.png,stool_red_spotted.png,stool_blue_chequered.png,stool_red_chequered.png,4,3,1,2
2,36,List_1_ID_36.jpg,N,f02,9,9,trainBlueLarge.png,wheelRedLarge.png,circle.png,circle.png,2,1,3,4
2,37,List_2_ID_37.jpg,Y,13,2,comp uniquely unidentifiable,kite_red_chequered.png,kite_green_chequered.png,kite_red_striped.png,kite_green_chequered.png,1,4,3,2
2,38,List_1_ID_38.jpg,N,f37,9,9,candleGreyLarge.png,candleGreySmall.png,tennisracketGreyLarge.png,tennisracketGreyLarge.png,3,2,1,4
2,39,List_2_ID_39.jpg,Y,14,3,Control,shirt_blue_striped.png,shirt_green_striped.png,shirt_blue_spotted.png,shirt_green_spotted.png,4,1,2,3
2,40,List_1_ID_40.jpg,N,f23,9,9,basket_green_chequered.png,swing_red_striped.png,swing_blue_striped.png,swing_blue_striped.png,2,1,3,4
2,41,List_2_ID_41.jpg,Y,15,1,consistent,trousers_green_spotted.png,trousers_blue_spotted.png,trousers_green_chequered.png,trousers_green_chequered.png,3,1,4,2
2,42,List_1_ID_42.jpg,N,f40,9,9,bicycleBlueSmall.png,bicycleBlueLarge.png,hammerRedLarge.png,hammerRedLarge.png,4,2,3,1
2,43,List_2_ID_43.jpg,Y,16,3,Control,saucepan_blue_striped.png,saucepan_red_striped.png,saucepan_blue_spotted.png,saucepan_red_spotted.png,1,2,3,4
2,44,List_1_ID_44.jpg,N,f30,9,9,wellLarge.png,spoonGreenLarge.png,sawBlueLarge.png,sawBlueLarge.png,3,1,4,2
2,45,List_2_ID_45.jpg,Y,17,1,consistent,belt_green_chequered.png,belt_blue_chequered.png,belt_green_striped.png,belt_green_striped.png,3,4,1,2
2,46,List_1_ID_46.jpg,N,f19,9,9,toothbrushBlueLarge.png,axe_blue_spotted.png,nut_red_spotted.png,nut_red_spotted.png,1,4,3,2
2,47,List_2_ID_47.jpg,Y,18,2,comp uniquely unidentifiable,pipe_blue_chequered.png,pipe_red_chequered.png,pipe_blue_spotted.png,pipe_red_chequered.png,4,2,3,1
2,48,List_1_ID_48.jpg,N,f67,9,9,frogSmallDown.png,frogLarge.png,frogSmall.png,frogSmall.png,1,3,2,4
2,49,List_2_ID_49.jpg,Y,19,1,consistent,glove_blue_chequered.png,glove_red_chequered.png,glove_blue_striped.png,glove_blue_striped.png,3,4,1,2
2,50,List_1_ID_50.jpg,N,f80,9,9,knifeGreyLarge.png,knifeGreySmall.png,knifeGreyLargeDown.png,knifeGreyLargeDown.png,1,4,3,2
2,51,List_2_ID_51.jpg,Y,20,2,comp uniquely unidentifiable,glass_blue_spotted.png,glass_red_spotted.png,glass_blue_chequered.png,glass_red_spotted.png,3,2,4,1
2,52,List_1_ID_52.jpg,N,f50,9,9,helmetRedSmall.png,helmetRedLarge.png,spannerGreySmall.png,spannerGreySmall.png,2,4,3,1
2,53,List_2_ID_53.jpg,Y,21,3,Control,airplane_blue_spotted.png,airplane_green_spotted.png,airplane_blue_chequered.png,airplane_green_chequered.png,4,3,1,2
2,54,List_1_ID_54.jpg,N,f81,9,9,pianoLargeDown.png,pianoSmall.png,pianoLarge.png,pianoLarge.png,1,3,2,4
2,55,List_2_ID_55.jpg,Y,22,1,consistent,fence_blue_striped.png,fence_green_striped.png,fence_blue_spotted.png,fence_blue_spotted.png,1,3,4,2
2,56,List_1_ID_56.jpg,N,f33,9,9,windowBlueSmall.png,windowBlueLarge.png,wagonRedLarge.png,wagonRedLarge.png,2,1,3,4
2,57,List_2_ID_57.jpg,Y,23,3,Control,balloon_red_chequered.png,balloon_green_chequered.png,balloon_red_striped.png,balloon_green_striped.png,4,3,2,1
2,58,List_1_ID_58.jpg,N,f76,9,9,bloomLarge.png,bloomSmall.png,broomGreenSmall.png,broomGreenSmall.png,1,3,2,4
2,59,List_2_ID_59.jpg,Y,24,2,comp uniquely unidentifiable,kettle_red_striped.png,kettle_blue_striped.png,kettle_red_spotted.png,kettle_blue_striped.png,3,4,2,1
2,60,List_1_ID_60.jpg,N,f83,9,9,fishLargeLeft.png,fishLargeRight.png,fishSmallLeft.png,fishSmallLeft.png,3,4,1,2
2,61,List_2_ID_61.jpg,Y,25,3,Control,star_green_chequered.png,star_blue_chequered.png,star_green_striped.png,star_blue_striped.png,2,3,1,4
2,62,List_1_ID_62.jpg,N,f34,9,9,screwGreySmall.png,screwGreyLarge.png,wateringcanGreenLarge.png,wateringcanGreenLarge.png,1,2,3,4
2,63,List_2_ID_63.jpg,Y,26,2,comp uniquely unidentifiable,flag_green_spotted.png,flag_red_spotted.png,flag_green_striped.png,flag_red_spotted.png,1,4,2,3
2,64,List_1_ID_64.jpg,N,f69,9,9,sledgeGreenSmallLeft.png,sledgeGreenLargeLeft.png,sledgeGreenLargeRight.png,sledgeGreenLargeRight.png,2,3,4,1
2,65,List_2_ID_65.jpg,Y,27,1,consistent,bowl_red_striped.png,bowl_blue_striped.png,bowl_red_spotted.png,bowl_green_spotted.png,2,1,3,4
2,66,List_1_ID_66.jpg,N,f82,9,9,turtleSmall.png,turtleSmallRight.png,turtleLarge.png,turtleLarge.png,3,2,4,1
2,67,List_2_ID_67.jpg,Y,28,2,comp uniquely unidentifiable,box_green_striped.png,box_red_striped.png,box_green_spotted.png,box_red_striped.png,2,3,1,4
2,68,List_1_ID_68.jpg,N,f26,9,9,bus_red_chequered.png,knife_blue_chequered.png,envelope_red_striped.png,envelope_red_striped.png,4,1,2,3
2,69,List_2_ID_69.jpg,Y,29,3,Control,brush_blue_spotted.png,brush_red_spotted.png,brush_blue_striped.png,brush_red_striped.png,4,2,1,3
2,70,List_1_ID_70.jpg,N,f07,9,9,chair_blue_chequered.png,door_blue_spotted.png,garbagecanGreyLarge.png,garbagecanGreyLarge.png,1,2,3,4
2,71,List_2_ID_71.jpg,Y,30,1,consistent,sweater_green_striped.png,sweater_blue_striped.png,sweater_green_spotted.png,sweater_red_spotted.png,2,3,1,4
2,72,List_1_ID_72.jpg,N,f44,9,9,forkGreyLarge.png,forkGreySmall.png,pliersGreyLarge.png,pliersGreyLarge.png,1,2,4,3
2,73,List_2_ID_73.jpg,Y,31,3,Control,hat_red_chequered.png,hat_green_chequered.png,hat_red_spotted.png,hat_green_spotted.png,2,1,4,3
2,74,List_1_ID_74.jpg,N,f53,9,9,sawGreenSmallUp.png,sawGreenSmall.png,sawGreenLarge.png,sawGreenLarge.png,3,4,1,2
2,75,List_2_ID_75.jpg,Y,32,1,consistent,iron_red_chequered.png,iron_green_chequered.png,iron_red_striped.png,iron_blue_striped.png,2,4,3,1
2,76,List_1_ID_76.jpg,N,f28,9,9,coat_green_chequered.png,whistle_blue_spotted.png,basket_green_chequered.png,basket_green_chequered.png,3,1,2,4
2,77,List_2_ID_77.jpg,Y,33,2,comp uniquely unidentifiable,table_red_spotted.png,table_blue_spotted.png,table_red_chequered.png,table_blue_spotted.png,2,4,3,1
2,78,List_1_ID_78.jpg,N,f58,9,9,pencilGreyLargeUpright.png,pencilGreyLarge.png,swing_red_striped.png,swing_red_striped.png,2,1,3,4
2,79,List_2_ID_79.jpg,Y,34,3,Control,lightbulb_red_striped.png,lightbulb_green_striped.png,lightbulb_red_chequered.png,lightbulb_green_chequered.png,1,2,3,4
2,80,List_1_ID_80.jpg,N,f49,9,9,glassesBlueSmall.png,glassesBlueLarge.png,handleGreenLarge.png,handleGreenLarge.png,1,2,3,4
2,81,List_2_ID_81.jpg,Y,35,2,comp uniquely unidentifiable,bell_red_spotted.png,bell_blue_spotted.png,bell_red_chequered.png,bell_blue_spotted.png,4,3,1,2
